Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
560,2015-08-02,SEA,MIN,W 4-1,11.0,4,1,1,2,11,1,0,124,89,1,0,39,37,2,0,0,0,0,0,0,0,0,0,0,0,0.82,0.428,4.511,1.364,4,30325,192
561,2015-06-23,WSN,ATL,W 3-1,9.0,9,1,1,2,9,1,0,164,108,2,0,38,36,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.427,3.359,1.160,5,28344,172
562,2015-06-06,CHC,WSN,W 4-2,9.0,5,2,2,3,9,2,0,123,84,1,0,34,31,1,0,0,0,0,0,1,0,0,0,0,1,2.00,0.427,2.358,1.235,3,38214,172
563,2015-06-15,BAL,PHI,W 4-0,9.0,4,0,0,1,11,0,0,124,87,0,0,30,29,1,0,0,0,0,0,1,0,0,0,0,1,0.00,0.426,4.510,.706,2,23730,129
564,2015-05-30,CLE,SEA,W 4-3,9.0,11,3,3,4,8,1,0,138,87,5,0,39,35,3,0,0,0,0,0,1,0,1,0,0,0,3.00,0.426,1.116,1.857,5,32287,184
565,2015-05-22,CHW,MIN,W 3-2,9.0,3,2,2,1,11,0,0,127,90,0,0,31,28,1,0,0,0,1,1,0,1,0,0,0,0,2.00,0.426,2.197,1.022,2,21067,141
566,2015-04-30,CIN,ATL,W 5-1,9.0,4,1,1,3,3,0,0,122,76,0,0,31,28,2,0,0,0,0,0,2,0,1,0,0,0,1.00,0.426,2.976,.699,2,15744,142
567,2015-09-20,STL,CHC,W 4-3,9.0,6,3,3,6,8,0,0,150,87,9,1,38,31,0,0,0,1,0,0,0,0,1,0,0,0,3.00,0.425,1.147,1.810,5,40962,206
568,2015-07-23,MIN,LAA,W 3-0,9.0,4,0,0,0,7,0,0,105,75,0,0,32,31,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0.425,4.116,.744,2,36134,136
569,2015-04-17,BOS,BAL,W 3-2,9.0,5,2,2,2,8,1,0,165,103,2,0,34,32,1,0,0,0,0,0,1,1,0,0,0,1,2.00,0.425,2.642,1.298,4,34341,193
570,2015-08-16,CHW,CHC,W 3-1,9.0,3,1,1,2,18,1,0,146,93,0,0,34,31,0,0,0,1,0,0,0,0,0,0,0,0,1.00,0.424,3.197,.946,3,39475,166
571,2015-07-09,CLE,HOU,W 3-1,9.0,4,1,1,3,2,1,0,123,76,0,0,32,29,0,0,0,0,0,0,1,0,1,0,0,0,1.00,0.424,3.641,1.159,4,11496,169
572,2015-05-07,DET,CHW,W 4-1,9.0,5,1,0,2,7,0,1,116,78,1,0,33,31,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.424,3.198,1.166,2,20081,173
573,2015-09-05,STL,PIT,W 4-1,9.0,6,1,1,3,14,0,0,151,100,0,0,38,34,1,0,0,1,0,0,0,0,0,0,0,2,1.00,0.423,3.229,.888,3,45139,176
574,2015-08-08,TEX,SEA,W 11-3,11.0,8,3,2,4,14,0,1,192,127,0,0,45,40,2,0,2,0,0,1,2,0,0,0,0,0,1.64,0.423,2.031,1.592,4,39132,251
575,2015-06-07,PIT,ATL,W 3-0,9.0,6,0,0,4,10,0,0,148,93,0,0,38,32,1,0,0,2,0,0,0,0,1,0,0,0,0.00,0.423,3.977,1.150,3,24146,170
576,2015-08-28,PHI,SDP,W 7-1,9.0,2,1,1,2,7,1,0,104,65,0,0,31,29,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.422,3.188,1.033,2,25145,158
577,2015-06-05,TEX,KCR,W 4-0,9.0,3,0,0,2,2,0,0,116,74,,,30,28,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.422,4.510,.706,1,38159,160
578,2015-08-11,CHW,LAA,W 3-0,9.0,5,0,0,2,13,0,0,142,89,2,0,34,32,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.421,4.197,1.026,4,17137,158
579,2015-07-05,STL,SDP,W 3-1,9.0,3,1,0,3,9,0,1,134,87,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.421,3.229,.925,3,42764,146
580,2015-06-30,CLE,TBR,W 6-2,9.0,2,2,1,2,4,0,1,129,76,1,0,32,29,2,0,0,1,0,0,1,0,0,0,0,0,1.00,0.421,2.248,.693,3,10437,162
581,2015-06-25,STL,MIA,W 5-1,9.0,4,1,1,4,7,1,0,130,77,1,0,35,30,0,0,0,0,1,0,0,0,0,0,0,0,1.00,0.421,3.106,.978,5,20733,167
582,2015-06-14,WSN,MIL,W 4-0,9.0,1,0,0,1,16,0,0,119,86,,,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.421,4.228,.681,1,34964,179
583,2015-04-10,KCR,LAA,W 4-2,9.0,7,2,2,2,9,1,0,150,94,0,0,35,33,2,0,0,0,0,0,1,0,0,0,0,0,2.00,0.421,2.115,1.416,4,44489,196
584,2015-09-27,HOU,TEX,W 4-2,9.0,3,2,2,2,12,0,0,149,90,1,1,32,30,0,1,0,0,0,0,0,1,0,0,0,1,2.00,0.420,2.380,1.186,4,36084,181
585,2015-07-18,TBR,TOR,W 3-2,9.0,6,2,2,1,4,1,0,126,76,1,0,35,33,3,0,0,1,0,0,1,0,0,0,1,0,2.00,0.420,2.339,1.552,5,41583,158
586,2015-06-23,STL,MIA,W 4-3,9.0,10,3,3,2,11,1,0,135,91,0,0,37,35,2,0,1,0,0,0,2,0,0,0,0,0,3.00,0.420,1.106,1.443,3,21759,165
587,2015-06-10,STL,COL,W 4-2,9.0,8,2,2,1,10,1,0,142,97,0,0,34,33,2,0,0,0,0,0,2,0,0,0,0,0,2.00,0.420,2.994,1.284,3,30698,179
588,2015-06-09,MIL,PIT,W 4-1,9.0,4,1,1,1,6,1,0,117,79,0,0,33,31,2,0,0,1,0,0,0,1,0,0,0,1,1.00,0.420,3.148,1.074,3,20672,145
589,2015-09-27,CHC,PIT,W 4-0,9.0,1,0,0,1,11,0,0,112,72,0,0,29,27,0,0,0,1,0,0,1,1,0,0,0,0,0.00,0.419,4.148,.803,2,40617,172
590,2015-08-30,MIN,HOU,W 7-5,9.0,12,5,5,1,12,2,0,150,99,1,1,38,36,2,0,0,1,0,0,1,0,1,1,0,0,5.00,0.419,-0.490,.947,4,28877,183
591,2015-07-21,NYY,BAL,W 3-2,9.0,7,2,2,3,7,0,0,139,88,3,1,35,32,0,0,0,0,0,0,0,0,0,1,0,1,2.00,0.419,2.339,1.526,4,37993,168
592,2015-05-13,PHI,PIT,W 3-2,9.0,6,2,2,2,11,0,0,142,95,0,0,35,30,0,0,0,2,1,0,1,1,0,0,0,0,2.00,0.419,2.187,1.684,3,29576,157
593,2015-04-15,CLE,CHW,W 4-2,9.0,6,2,2,5,14,0,0,163,102,0,0,39,33,1,0,0,1,0,0,0,0,0,0,0,0,2.00,0.419,2.642,1.486,5,11042,178
594,2015-08-05,TEX,HOU,W 4-3,9.0,4,3,3,8,5,0,0,178,102,5,1,39,30,1,0,0,1,0,0,1,3,0,0,0,1,3.00,0.418,1.600,1.843,6,31782,203
595,2015-06-30,BOS,TOR,W 4-3,9.0,6,3,3,2,5,1,0,140,87,0,0,35,33,2,0,0,0,0,0,0,0,0,0,0,0,3.00,0.418,1.339,1.230,4,28942,184
596,2015-06-22,CHC,LAD,W 4-2,9.0,5,2,2,4,8,2,0,131,84,2,0,32,28,0,0,0,0,0,0,2,0,2,0,0,0,2.00,0.418,2.148,1.027,6,35147,160
597,2015-06-14,PHI,PIT,L 0-1,10.2,9,1,0,3,17,0,1,162,112,0,0,46,41,1,0,2,1,1,0,0,1,0,0,0,0,0.00,0.418,3.597,1.796,4,34518,184
598,2015-06-07,CIN,SDP,W 4-0,9.0,4,0,0,2,11,0,0,126,83,0,0,33,31,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0.418,4.187,1.006,3,27501,142
599,2015-09-28,KCR,CHC,L 0-1,10.0,4,1,1,1,10,1,0,134,84,0,0,34,33,0,0,0,0,0,0,1,0,0,0,0,0,0.90,0.417,3.609,1.350,5,40552,169
600,2015-04-23,STL,WSN,W 4-1,9.0,6,1,1,3,7,0,0,122,78,0,0,35,32,2,0,0,0,0,0,2,0,0,0,0,0,1.00,0.416,3.358,1.463,3,26990,151
601,2015-07-22,HOU,BOS,W 4-2,9.0,7,2,2,2,6,0,0,123,89,0,0,36,33,1,0,0,1,0,0,1,0,0,0,0,0,2.00,0.415,2.380,1.535,3,31104,164
602,2015-07-08,CLE,HOU,W 4-2,9.0,6,2,2,0,10,1,0,118,82,0,0,33,33,0,0,0,0,0,0,0,1,0,0,0,1,2.00,0.415,2.642,1.067,2,15255,159
603,2015-07-07,ATL,MIL,W 4-3,9.0,8,3,3,4,7,2,0,148,99,4,0,37,33,3,0,0,0,0,0,1,0,1,1,0,0,3.00,0.415,1.229,1.321,6,33388,175
604,2015-07-07,PIT,SDP,W 3-2,9.0,8,2,2,1,9,0,0,137,90,0,0,36,34,1,0,0,0,1,0,0,0,0,0,0,1,2.00,0.415,2.148,1.518,4,21887,175
605,2015-06-15,ATL,BOS,W 4-2,9.0,10,2,1,2,5,1,1,138,91,1,0,36,34,2,0,0,0,0,0,3,0,0,1,0,1,1.00,0.415,2.642,1.015,5,34439,174
606,2015-08-09,MIA,ATL,W 4-1,9.0,3,1,1,3,5,1,0,122,71,0,0,33,30,1,0,0,0,0,0,1,1,0,0,0,0,1.00,0.414,2.977,1.311,3,24610,195
607,2015-07-26,SFG,OAK,W 4-3,9.0,8,3,3,1,5,0,0,144,97,1,0,35,34,2,0,0,0,0,0,0,0,2,0,0,1,3.00,0.414,1.057,1.611,5,42034,184
608,2015-07-18,LAA,BOS,W 3-0,9.0,2,0,0,1,6,0,0,113,79,,,30,29,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.414,4.117,.764,1,43631,157
609,2015-05-25,OAK,DET,W 4-0,9.0,4,0,0,1,5,0,0,112,76,,,33,32,0,0,0,0,0,0,3,0,0,0,0,1,0.00,0.414,4.379,.825,1,25380,160
610,2015-05-08,PHI,NYM,W 3-1,9.0,5,1,1,2,11,0,0,137,90,0,0,35,32,1,0,1,1,0,0,0,0,0,0,0,2,1.00,0.414,3.187,1.325,3,32734,147
611,2015-05-01,HOU,SEA,W 4-3,9.0,6,3,3,2,11,2,0,138,94,1,0,35,33,1,1,0,0,0,0,0,1,0,0,0,0,3.00,0.414,1.380,1.034,6,21834,170
612,2015-08-31,NYM,PHI,W 3-1,9.0,6,1,1,2,10,0,0,125,90,0,0,33,31,0,0,0,0,0,0,2,0,0,0,0,0,1.00,0.413,2.976,1.006,2,34233,143
613,2015-06-10,TBR,LAA,W 4-2,9.0,7,2,2,1,8,0,0,140,94,0,0,35,32,0,0,0,2,0,0,0,0,0,0,0,0,2.00,0.413,2.248,1.231,5,10088,159
614,2015-05-09 (1),CIN,CHW,W 10-4,9.0,6,4,4,2,7,2,0,131,94,1,1,35,32,2,0,0,0,0,1,0,0,0,0,0,0,4.00,0.413,0.198,.870,2,0,213
615,2015-07-22,LAD,ATL,W 3-1,9.0,3,1,0,2,7,0,1,125,83,0,0,32,29,0,0,0,0,1,0,1,0,0,0,0,0,0.00,0.412,2.977,1.203,3,24112,169
616,2015-07-10,TBR,HOU,W 3-1,9.0,5,1,1,1,8,1,0,119,80,0,0,31,30,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.412,3.248,.987,4,17129,139
617,2015-04-14,BAL,NYY,W 4-3,9.0,6,3,2,1,10,0,1,134,93,1,0,35,34,3,0,0,0,0,0,0,0,0,0,0,1,2.00,0.412,1.511,1.146,3,19283,149
618,2015-08-07,KCR,CHW,W 3-2,9.0,7,2,2,3,6,1,0,144,96,2,0,36,33,3,0,0,0,0,0,1,0,0,0,0,0,2.00,0.411,2.510,1.535,4,36211,180
619,2015-04-08,SFG,ARI,W 5-2,9.0,5,2,0,2,7,0,2,123,75,0,0,35,32,2,0,0,1,0,0,0,0,0,0,0,1,0.00,0.411,2.319,1.401,4,21642,188
620,2015-08-08,BAL,LAA,W 5-0,9.0,5,0,0,1,6,0,0,132,84,0,0,34,31,1,0,0,2,0,0,1,0,0,0,0,0,0.00,0.409,4.116,.942,2,43041,175
621,2015-06-23,MIL,NYM,W 3-2,9.0,4,2,2,2,12,1,0,149,90,1,0,34,30,0,0,0,1,0,1,0,1,0,0,0,1,2.00,0.409,2.228,1.182,4,25055,173
622,2015-09-21,NYM,ATL,W 4-0,9.0,5,0,0,2,5,0,0,125,83,0,0,34,32,0,0,0,0,0,0,1,0,0,0,0,2,0.00,0.408,3.977,.875,4,26362,171
623,2015-07-18,PHI,MIA,W 3-1,9.0,10,1,1,1,8,0,0,138,85,1,0,36,35,4,0,0,0,0,0,1,1,0,0,0,0,1.00,0.408,3.188,1.266,5,23655,159
624,2015-05-24,BOS,LAA,W 6-1,9.0,4,1,1,1,4,0,0,110,70,0,0,31,30,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.408,3.642,.873,2,37742,157
625,2015-04-12,WSN,PHI,W 4-3,10.0,9,3,3,4,12,1,0,166,112,0,0,43,39,0,0,0,0,0,0,0,2,0,0,0,0,2.70,0.408,1.652,1.732,5,30094,199
626,2015-10-04,PIT,CIN,W 4-0,9.0,6,0,0,3,10,0,0,137,96,0,0,34,31,0,0,0,0,0,0,0,0,1,0,0,1,0.00,0.407,4.148,.888,4,35362,183
627,2015-10-01,SDP,MIL,W 3-1,9.0,7,1,1,0,16,1,0,144,91,0,0,33,33,0,0,0,0,0,0,1,0,0,0,0,1,1.00,0.407,2.897,1.112,4,22129,185
628,2015-09-20,BOS,TOR,W 4-3,9.0,9,3,3,0,12,1,0,143,110,0,0,36,36,1,0,0,0,0,0,0,1,0,0,0,0,3.00,0.407,1.339,1.302,3,46743,171
629,2015-07-07,SFG,NYM,W 3-0,9.0,4,0,0,4,9,0,0,151,103,2,0,33,29,3,1,0,0,0,0,1,0,0,0,0,0,0.00,0.407,4.057,.960,5,42164,167
630,2015-06-16,LAA,ARI,W 4-1,9.0,5,1,0,3,6,0,1,122,81,0,0,35,31,0,0,0,0,0,1,1,0,0,0,0,0,0.00,0.407,3.116,1.341,3,40099,162
631,2015-06-10,CHW,HOU,W 4-1,9.0,7,1,1,2,6,0,0,130,90,0,0,38,35,2,0,0,0,0,1,0,1,0,0,0,1,1.00,0.407,3.197,1.159,3,17455,192
632,2015-09-19,CHW,CLE,W 4-3,9.0,9,3,3,1,6,1,0,134,85,1,0,36,32,3,0,0,1,1,1,1,0,0,1,0,0,3.00,0.406,1.642,1.279,3,16390,199
633,2015-05-08,SEA,OAK,W 4-3,11.0,6,3,3,3,14,1,0,180,117,2,0,44,40,1,0,1,1,0,0,0,1,0,0,0,1,2.45,0.406,2.031,1.529,7,25187,214
634,2015-04-19,WSN,PHI,W 4-1,9.0,7,1,1,2,8,0,0,117,86,1,0,36,34,2,0,0,0,0,0,0,0,0,0,0,0,1.00,0.406,3.358,.809,3,36631,160
635,2015-05-20,SEA,BAL,W 4-2,9.0,10,2,2,0,6,0,0,121,85,2,1,35,35,1,0,0,0,0,0,1,0,0,0,0,0,2.00,0.405,2.510,.970,3,21710,158
636,2015-04-28,MIN,DET,W 3-2,9.0,3,2,1,2,7,0,1,128,83,0,0,32,30,2,0,0,0,0,0,1,1,0,0,0,0,1.00,0.405,2.510,1.104,3,18169,160
637,2015-09-19,ATL,PHI,W 2-1,9.0,3,1,1,2,8,0,0,129,79,0,0,30,28,1,0,0,0,0,0,2,0,0,0,0,1,1.00,0.404,2.977,1.194,3,24855,141
638,2015-06-20,COL,MIL,W 5-1,9.0,6,1,1,2,7,1,0,117,82,2,0,33,30,1,0,0,0,1,0,2,2,0,0,0,2,1.00,0.404,3.994,.995,3,35180,147
639,2015-06-18,MIN,STL,W 2-1,9.0,5,1,1,1,4,1,0,113,73,0,0,32,31,2,0,0,0,0,0,1,0,0,0,0,0,1.00,0.404,3.510,1.209,2,34648,158
640,2015-05-16,CHW,OAK,W 4-3,9.0,7,3,3,3,6,1,0,149,96,3,0,36,33,1,0,0,0,0,0,1,0,0,0,0,0,3.00,0.404,1.379,1.395,5,28445,186
641,2015-09-27,NYY,CHW,W 6-1,9.0,7,1,1,1,4,1,0,155,105,0,0,32,31,2,0,0,0,0,0,3,0,1,0,0,0,1.00,0.403,3.339,1.023,4,38690,200
642,2015-09-19,PIT,LAD,W 3-2,9.0,5,2,2,2,9,0,0,125,79,0,0,32,30,2,0,1,0,0,0,2,0,0,0,0,1,2.00,0.403,2.015,1.545,3,49441,167
643,2015-07-26,PIT,WSN,W 3-1,9.0,7,1,1,0,9,1,0,115,77,2,0,33,32,1,0,0,1,0,0,1,1,0,0,0,0,1.00,0.403,3.148,1.061,3,37597,138
644,2015-07-25,SDP,MIA,W 3-1,9.0,8,1,1,1,10,1,0,137,87,1,0,35,34,2,1,0,0,0,0,1,0,0,0,0,0,1.00,0.403,2.897,1.220,4,37300,171
645,2015-06-19,TEX,CHW,W 2-1,9.0,9,1,1,1,7,1,0,128,83,0,0,38,36,1,0,0,1,0,0,0,0,0,0,0,0,1.00,0.403,3.197,1.186,2,22864,146
646,2015-06-17,TBR,WSN,W 5-0,9.0,2,0,0,2,3,0,0,117,71,0,0,31,29,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.403,4.359,.729,5,28929,155
647,2015-06-08,CHW,HOU,W 3-1,9.0,5,1,1,1,16,0,0,135,94,0,0,34,32,2,0,0,1,0,0,0,0,0,0,0,0,1.00,0.403,3.197,1.227,2,17352,133
648,2015-05-24,ARI,CHC,W 4-3,9.0,5,3,3,1,5,2,0,124,79,0,0,32,31,1,0,0,0,0,0,1,0,0,0,0,0,3.00,0.403,1.318,1.162,4,39660,151
649,2015-05-03,OAK,TEX,W 7-1,9.0,4,1,1,9,13,0,0,161,96,5,1,42,31,1,0,0,1,0,1,0,1,0,0,0,2,1.00,0.403,3.600,1.010,4,36006,201
650,2015-10-01,TBR,MIA,W 4-1,9.0,4,1,0,3,9,0,1,119,78,0,0,34,30,0,0,0,0,0,1,0,0,1,0,0,0,0.00,0.402,3.248,1.225,3,9657,149
651,2015-06-28 (1),BAL,CLE,W 4-0,9.0,4,0,0,2,8,0,0,127,82,1,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.402,4.510,.806,3,45675,141
652,2015-05-15,MIN,TBR,W 3-2,9.0,8,2,2,1,4,1,0,122,90,0,0,35,34,1,0,0,0,0,0,0,0,0,0,0,1,2.00,0.402,2.510,1.442,3,24018,149
653,2015-04-16,TBR,TOR,W 4-2,9.0,4,2,2,4,12,0,0,152,92,3,1,37,29,1,0,0,3,0,1,1,0,0,0,0,0,2.00,0.402,2.339,1.090,4,14433,180
654,2015-05-24,CLE,CIN,W 5-2,9.0,6,2,2,1,6,1,0,130,81,1,0,35,34,3,0,0,0,0,0,0,0,0,0,0,0,2.00,0.400,2.641,.801,3,23882,187
655,2015-04-18,SEA,TEX,W 3-1,9.0,2,1,1,2,15,0,0,141,90,0,0,33,28,1,0,0,2,1,0,0,1,0,0,0,0,1.00,0.400,3.116,1.111,3,43017,180
656,2015-07-04,LAD,NYM,W 4-3,9.0,9,3,3,0,6,0,0,137,87,4,2,37,35,2,0,0,1,0,1,0,1,1,0,0,1,3.00,0.399,1.015,1.280,5,51252,205
657,2015-06-27,TEX,TOR,W 4-0,9.0,3,0,0,2,4,0,0,108,67,1,0,30,28,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.399,4.339,.645,2,37167,144
658,2015-05-05,NYM,BAL,W 3-2,9.0,7,2,2,0,10,2,0,112,82,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,2.00,0.399,1.976,1.059,3,20534,139
659,2015-08-28,CLE,LAA,W 3-1,9.0,5,1,1,3,8,0,0,110,68,0,0,30,27,1,0,0,0,0,0,4,1,1,0,0,0,1.00,0.398,3.642,1.082,2,22273,154
660,2015-08-12,SEA,BAL,W 3-0,9.0,0,0,0,3,7,0,0,116,77,,,29,26,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.398,4.117,.807,1,25661,149
661,2015-09-22,CHC,MIL,W 4-0,9.0,3,0,0,1,11,0,0,123,85,,,31,30,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.397,4.147,.741,1,36270,142
662,2015-08-14,MIL,PHI,W 3-1,9.0,9,1,1,3,5,0,0,125,74,0,0,38,35,2,0,0,0,0,0,0,1,0,0,0,0,1.00,0.397,3.229,1.098,3,34735,150
663,2015-07-10,COL,ATL,W 5-3,9.0,8,3,3,2,5,1,0,118,71,3,0,35,32,0,0,0,1,0,0,2,0,1,0,0,0,3.00,0.397,1.994,.993,6,48254,167
664,2015-06-29,CLE,TBR,W 7-1,9.0,3,1,1,0,3,1,0,113,76,0,0,29,29,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.397,3.248,.949,2,11802,165
665,2015-06-18,PIT,CHW,W 3-2,9.0,3,2,2,3,6,1,0,127,82,0,0,33,28,1,0,0,0,1,1,0,1,0,0,0,1,2.00,0.397,2.197,1.493,3,21296,178
666,2015-04-25,STL,MIL,W 5-3,9.0,9,3,3,3,8,0,0,124,88,6,3,37,33,3,0,0,1,0,0,1,0,0,0,0,0,3.00,0.397,1.228,1.261,6,35919,181
667,2015-09-26,PIT,CHC,W 4-0,9.0,4,0,0,3,9,0,0,126,82,2,0,34,31,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.396,4.148,.816,3,41150,178
668,2015-09-11,COL,SEA,W 4-2,9.0,5,2,2,6,11,1,0,144,79,0,0,38,32,1,0,1,0,0,0,1,0,0,0,0,0,2.00,0.396,2.116,1.404,6,19876,191
669,2015-09-10,SEA,TEX,W 5-0,9.0,4,0,0,4,9,0,0,123,76,0,0,34,29,1,0,0,1,0,0,1,0,1,0,0,1,0.00,0.396,4.116,.771,2,16842,144
670,2015-05-16,CHC,PIT,W 4-1,9.0,11,1,1,1,8,1,0,137,92,4,0,38,36,2,0,0,0,1,0,1,2,0,0,0,1,1.00,0.396,3.148,1.531,5,38883,185
671,2015-06-16,NYM,TOR,W 3-2,9.0,7,2,2,2,8,0,0,148,99,3,2,35,32,1,1,0,0,0,1,0,0,0,0,0,0,2.00,0.395,1.977,1.308,3,24522,155
672,2015-05-25,STL,ARI,W 3-2,10.0,9,2,2,5,10,1,0,150,98,2,0,43,37,0,0,0,0,1,0,1,0,0,0,0,0,1.80,0.394,2.699,1.966,4,42853,204
673,2015-07-10,TEX,SDP,W 4-3,9.0,8,3,3,5,10,1,0,165,107,2,0,39,32,1,0,0,0,1,1,1,1,0,0,0,0,3.00,0.393,1.601,1.618,6,33033,185
674,2015-08-29,HOU,MIN,W 4-1,9.0,5,1,1,3,10,0,0,136,88,2,0,35,31,2,0,0,1,0,0,1,0,0,0,0,0,1.00,0.392,3.510,1.330,4,38876,202
675,2015-09-16,MIA,NYM,W 6-0,9.0,3,0,0,2,7,0,0,133,86,2,0,32,30,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.391,3.977,.761,4,25161,166
676,2015-09-15,LAA,SEA,W 4-3,9.0,6,3,3,4,10,2,0,140,86,0,0,36,32,0,0,0,0,0,0,0,0,1,0,0,0,3.00,0.391,1.115,1.320,5,15365,160
677,2015-08-20,DET,TEX,W 4-0,9.0,1,0,0,2,5,0,0,116,72,,,31,29,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.391,4.289,.696,1,33727,167
678,2015-09-20,SFG,ARI,W 5-1,9.0,6,1,1,3,8,1,0,113,79,0,0,33,30,1,0,0,0,0,0,2,1,1,0,0,0,1.00,0.390,3.057,.876,4,41390,177
679,2015-05-13,SDP,SEA,W 4-2,9.0,9,2,2,3,14,1,0,165,98,0,0,39,36,2,0,0,0,0,0,1,1,0,0,0,0,2.00,0.390,2.115,1.389,4,14547,179
680,2015-04-14,CHW,CLE,W 4-1,9.0,3,1,0,3,14,0,1,153,91,0,0,34,31,1,0,0,0,0,0,0,1,0,0,0,0,0.00,0.390,3.642,.972,4,10642,181
681,2015-08-29,TEX,BAL,W 4-3,9.0,9,3,3,1,7,1,0,125,87,3,0,37,35,1,0,0,0,0,1,0,0,0,0,0,0,3.00,0.389,1.600,1.728,5,29768,153
682,2015-08-04,OAK,BAL,W 5-0,9.0,7,0,0,2,9,0,0,139,88,0,0,35,33,2,0,0,0,0,0,1,0,0,0,0,0,0.00,0.389,4.380,.821,3,16328,171
683,2015-07-02,OAK,SEA,W 4-0,9.0,2,0,0,0,8,0,0,113,76,0,0,29,28,1,0,0,1,0,0,1,0,0,0,0,0,0.00,0.389,4.380,.653,2,13062,137
684,2015-06-14,MIN,TEX,W 4-3,9.0,9,3,3,2,6,2,0,129,83,0,0,36,34,2,0,0,0,0,0,0,0,0,0,0,0,3.00,0.389,1.600,1.382,3,33970,169
685,2015-05-22,ARI,CHC,W 5-4,13.0,11,4,4,5,11,1,0,238,156,3,0,54,49,3,0,1,0,0,0,1,1,1,0,0,0,2.77,0.389,2.238,1.741,9,34498,267
686,2015-09-08,KCR,MIN,W 4-2,9.0,6,2,2,0,4,0,0,118,80,0,0,32,31,1,0,0,1,0,0,2,1,0,0,0,0,2.00,0.388,2.510,.947,3,31834,149
687,2015-09-07,CIN,PIT,W 3-1,9.0,7,1,1,1,8,0,0,117,79,1,0,34,31,1,0,0,1,1,0,1,0,0,1,0,0,1.00,0.388,3.188,.949,3,19241,158
688,2015-04-11,PHI,WSN,W 3-2,10.0,7,2,2,4,9,1,0,180,114,2,0,40,36,1,0,1,0,0,0,0,1,0,0,0,1,1.80,0.388,2.652,1.296,5,23740,205
689,2015-09-25,BOS,BAL,W 7-0,9.0,2,0,0,1,10,0,0,116,81,,,30,29,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.387,4.641,.657,1,32411,162
690,2015-08-24,PIT,MIA,W 5-2,9.0,9,2,2,1,6,0,0,132,93,2,1,35,34,1,0,0,0,0,0,2,0,0,0,0,0,2.00,0.387,2.107,1.044,5,17644,201
691,2015-06-18,CLE,CHC,W 4-3,9.0,7,3,2,2,13,1,1,153,99,7,0,37,34,0,0,0,1,0,0,0,0,0,0,0,0,2.00,0.387,1.641,1.588,5,15891,181
692,2015-06-05,BOS,OAK,W 4-2,9.0,8,2,2,1,8,1,0,122,89,1,0,35,33,1,0,0,1,0,0,2,0,0,0,0,0,2.00,0.387,2.641,1.214,3,34910,151
693,2015-05-31,ARI,MIL,L 6-7,16.1,16,7,7,5,13,1,0,275,186,4,2,71,65,4,1,1,1,0,0,0,0,0,0,1,1,3.86,0.387,0.740,1.790,7,32460,349
694,2015-10-04,DET,CHW,W 6-0,9.0,3,0,0,2,4,0,0,123,74,0,0,32,30,1,1,0,0,0,0,1,0,0,0,0,0,0.00,0.386,4.196,.896,5,19800,165
695,2015-07-11,TBR,HOU,W 3-0,9.0,3,0,0,5,6,0,0,143,85,1,0,35,30,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.386,4.248,.900,5,18479,161
696,2015-08-04,MIL,SDP,W 4-1,9.0,6,1,0,1,7,0,1,148,94,3,0,35,33,1,0,0,0,0,1,0,1,0,0,0,2,0.00,0.385,3.229,1.104,4,23616,189
697,2015-07-19,CHC,ATL,W 4-1,9.0,5,1,1,4,12,0,0,151,100,1,1,36,32,4,0,0,0,0,0,0,2,0,0,0,0,1.00,0.385,2.977,.850,4,31690,198
698,2015-07-11,CHW,CHC,W 5-1,9.0,6,1,1,2,11,0,0,144,95,1,0,35,33,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.385,3.147,.968,3,41596,165
