Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
947,2015-08-02,HOU,ARI,W 4-1,9.0,9,1,1,1,8,0,0,124,87,0,0,36,35,5,0,0,0,0,0,0,0,0,1,0,0,1.00,0.322,3.380,1.043,3,33871,174
948,2015-07-12,TBR,HOU,W 4-3,9.0,7,3,3,4,6,1,0,154,95,0,0,38,34,1,0,0,0,0,0,0,0,0,0,0,0,3.00,0.322,1.248,1.431,5,16458,161
949,2015-07-01,ATL,WSN,W 4-1,9.0,4,1,1,6,10,0,0,143,88,3,0,35,29,0,0,0,0,0,0,2,0,0,0,0,0,1.00,0.322,2.977,.855,6,19393,159
950,2015-05-26,NYY,KCR,W 5-1,9.0,4,1,1,0,9,1,0,128,90,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.322,3.339,.567,4,33414,151
951,2015-08-29,PHI,SDP,W 4-3,9.0,8,3,1,0,6,0,2,136,89,2,1,38,36,1,0,0,2,0,0,0,2,0,0,0,1,1.00,0.321,1.187,1.584,4,22090,176
952,2015-07-21,ATL,LAD,W 4-3,9.0,6,3,3,4,4,2,0,139,79,0,0,36,31,1,0,0,0,1,0,2,0,0,0,0,0,3.00,0.321,0.976,1.619,4,33816,200
953,2015-07-04,MIN,KCR,W 5-3,9.0,9,3,3,4,6,0,0,141,90,3,1,38,34,1,0,0,0,0,0,2,0,0,0,0,1,3.00,0.321,1.510,1.373,7,37917,205
954,2015-05-04,TBR,BOS,W 5-1,9.0,7,1,1,1,7,0,0,139,95,0,0,34,33,3,2,0,0,0,0,1,0,0,0,0,1,1.00,0.321,3.642,.851,3,34541,190
955,2015-04-19,LAD,COL,W 7-0,9.0,4,0,0,3,9,0,0,137,96,0,0,32,29,0,0,0,0,0,0,1,0,1,0,0,0,0.00,0.321,4.015,.743,3,44666,175
956,2015-04-09,CLE,HOU,W 5-1,9.0,1,1,1,7,16,1,0,163,99,0,0,35,28,0,0,0,0,0,0,0,2,0,0,0,0,1.00,0.321,3.381,.727,4,22593,188
957,2015-09-17,TEX,HOU,W 8-2,9.0,9,2,2,1,6,0,0,123,83,0,0,36,34,2,0,0,1,0,0,2,0,0,0,0,0,2.00,0.320,2.600,1.079,4,31122,183
958,2015-06-18,BOS,ATL,W 5-2,9.0,6,2,0,2,7,0,2,126,84,0,0,36,33,1,0,0,1,0,0,1,0,0,0,0,0,0.00,0.320,1.977,1.030,3,31783,184
959,2015-05-14,PHI,PIT,W 4-2,9.0,7,2,2,1,6,0,0,129,93,1,1,34,31,2,0,0,2,0,0,2,0,2,0,0,0,2.00,0.320,2.187,.758,3,29205,160
960,2015-04-26,TBR,TOR,W 5-1,9.0,5,1,1,1,9,0,0,126,92,0,0,34,33,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.320,3.248,.526,2,21107,143
961,2015-10-03 (1),BAL,NYY,W 9-2,9.0,6,2,2,4,7,0,0,158,103,4,2,37,33,0,1,0,0,0,0,0,0,0,0,0,1,2.00,0.319,2.510,.712,4,29227,195
962,2015-09-29,MIL,SDP,W 4-3,9.0,9,3,3,2,10,0,0,137,87,0,0,36,34,1,1,0,0,0,0,2,0,0,1,0,1,3.00,0.319,0.897,1.362,4,36047,176
963,2015-09-20,CLE,CHW,W 6-3,9.0,7,3,3,4,13,0,0,152,97,2,0,37,32,5,0,0,1,0,0,1,0,1,0,0,0,3.00,0.319,1.642,.725,5,13282,195
964,2015-09-04,PIT,STL,W 9-3,9.0,8,3,3,1,9,0,0,166,104,2,1,37,35,1,0,0,1,0,0,0,0,0,0,0,1,3.00,0.319,1.229,.515,4,44338,201
965,2015-08-20,HOU,TBR,L 0-1,9.0,8,1,1,2,7,0,0,142,94,0,0,36,33,0,0,0,0,1,0,0,0,1,0,0,1,1.00,0.319,3.380,1.073,3,18177,152
966,2015-06-16,SFG,SEA,W 6-2,9.0,5,2,2,4,4,1,0,130,76,2,0,35,31,0,0,0,0,0,0,1,2,0,0,0,0,2.00,0.319,2.057,1.068,5,41267,159
967,2015-04-27,DET,MIN,W 5-4,9.0,9,4,4,2,8,0,0,145,91,1,0,38,34,4,0,0,0,1,1,0,0,0,0,0,0,4.00,0.319,0.510,1.463,4,18054,197
968,2015-08-25,COL,ATL,W 5-1,9.0,7,1,1,6,8,0,0,158,90,3,0,38,32,1,0,0,0,0,0,1,0,1,0,0,1,1.00,0.318,2.977,1.124,6,13863,188
969,2015-08-23,HOU,LAD,W 3-2,10.0,10,2,2,1,12,0,0,133,87,2,0,38,35,2,0,0,0,1,1,1,1,1,0,0,3,1.80,0.318,2.867,1.152,5,28665,196
970,2015-05-07,HOU,LAA,W 3-2,9.0,7,2,2,1,8,1,0,119,76,4,1,33,30,2,0,0,1,1,0,1,0,0,0,0,0,2.00,0.318,2.116,.871,4,25097,177
971,2015-08-09,TBR,NYM,W 4-3,9.0,6,3,3,4,13,0,0,153,100,0,0,37,32,1,0,0,1,0,0,1,0,0,0,0,1,3.00,0.317,1.248,1.471,4,26681,158
972,2015-08-08,TBR,NYM,W 5-4,9.0,8,4,4,2,15,2,0,143,109,0,0,38,36,2,0,0,0,0,0,0,1,0,0,0,1,4.00,0.317,0.248,1.344,5,31042,183
973,2015-06-13,MIA,COL,W 4-1,9.0,5,1,1,2,15,0,0,129,92,1,0,34,32,1,1,0,0,0,0,0,2,0,0,0,0,1.00,0.317,3.106,.957,4,26647,163
974,2015-08-04,KCR,DET,W 5-1,9.0,5,1,1,4,2,0,0,124,79,0,0,34,30,0,1,0,0,0,0,1,1,0,0,0,0,1.00,0.316,3.290,.909,3,35039,161
975,2015-05-24,OAK,TBR,W 7-2,9.0,10,2,2,1,8,0,0,147,102,3,2,37,36,1,0,0,0,0,0,0,3,0,0,0,0,2.00,0.316,2.248,.775,5,15692,173
976,2015-05-01,ATL,CIN,W 4-3,9.0,8,3,2,3,6,0,1,141,96,1,0,37,33,1,0,0,0,0,1,1,5,0,0,0,0,2.00,0.316,0.977,1.322,5,30153,156
977,2015-09-30,MIL,SDP,W 5-0,9.0,6,0,0,5,9,0,0,140,86,0,0,34,29,1,0,0,0,0,0,2,0,1,1,0,1,0.00,0.315,3.897,.698,3,30514,180
978,2015-08-16,SFG,WSN,W 5-0,9.0,3,0,0,1,14,0,0,112,76,,,31,29,0,0,0,0,1,0,0,1,0,0,0,0,0.00,0.315,4.056,.604,1,41904,137
979,2015-06-17,TEX,LAD,W 5-3,9.0,9,3,3,5,5,1,0,154,97,3,0,40,34,4,0,0,0,1,0,1,0,0,0,0,0,3.00,0.315,1.015,1.458,5,42906,198
980,2015-06-12,CIN,CHC,W 5-4,10.0,8,4,4,3,11,1,0,162,107,0,0,41,36,2,0,0,1,1,0,1,0,0,0,0,0,3.60,0.315,0.609,1.651,3,40016,201
981,2015-06-09,SFG,NYM,W 5-0,9.0,0,0,0,0,11,0,0,110,72,,,29,26,0,0,0,3,0,0,1,0,0,0,0,0,0.00,0.315,3.976,.557,1,23155,152
982,2015-06-01,STL,MIL,L 0-1,9.0,6,1,1,0,4,0,0,109,74,0,0,33,33,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.315,3.228,.884,3,40689,185
983,2015-04-21,NYM,ATL,W 7-1,9.0,5,1,1,5,7,1,0,140,87,3,0,37,31,0,0,0,1,0,0,1,0,0,0,0,0,1.00,0.315,2.977,.801,5,21033,161
984,2015-08-19,OAK,LAD,W 5-2,9.0,2,2,2,2,6,1,0,130,78,0,0,31,29,1,0,0,0,0,0,0,0,0,0,0,0,2.00,0.314,2.380,.944,2,26122,154
985,2015-06-20,BAL,TOR,W 5-3,9.0,10,3,3,3,7,0,0,165,105,0,0,40,35,2,0,1,1,0,1,1,0,0,0,0,1,3.00,0.314,1.338,1.619,5,46018,176
986,2015-04-21,SFG,LAD,W 6-2,9.0,7,2,2,6,6,0,0,134,70,6,1,36,30,2,0,0,0,0,0,3,0,0,0,0,1,2.00,0.314,2.057,.941,6,41386,189
987,2015-10-03,MIL,CHC,L 0-1,9.0,8,1,1,5,9,0,0,150,89,0,0,40,33,1,1,0,0,1,0,1,1,0,0,0,0,1.00,0.313,3.229,1.200,4,35291,169
988,2015-08-25,LAD,CIN,W 5-1,9.0,7,1,1,5,6,0,0,149,86,5,1,36,31,3,0,0,0,0,0,3,0,0,0,0,0,1.00,0.313,3.187,.845,6,22783,184
989,2015-05-16,BOS,SEA,W 4-2,9.0,5,2,2,2,9,2,0,135,85,0,0,34,32,1,0,0,0,0,0,0,0,0,0,0,0,2.00,0.313,2.116,.977,4,45055,168
990,2015-04-26,CHC,CIN,W 5-2,9.0,6,2,2,3,9,1,0,153,101,0,0,36,33,1,1,0,0,0,0,0,1,0,0,0,0,2.00,0.313,2.187,1.003,4,38954,166
991,2015-04-23,MIL,CIN,W 4-2,9.0,4,2,2,1,8,1,0,123,87,0,0,30,29,1,0,0,0,0,0,1,0,1,0,0,0,2.00,0.313,2.229,1.077,3,27795,148
992,2015-04-17,PIT,MIL,W 6-3,9.0,8,3,3,4,9,0,0,135,89,1,0,38,34,3,0,2,0,0,0,1,0,0,0,0,0,3.00,0.313,1.148,1.076,5,25664,177
993,2015-07-30,PHI,ATL,W 4-1,9.0,12,1,1,2,7,0,0,157,107,0,0,40,37,0,0,0,0,1,0,1,0,0,0,0,0,1.00,0.312,3.187,1.376,5,21706,179
994,2015-07-29,STL,CIN,L 0-1,9.0,2,1,1,2,8,1,0,102,73,0,0,31,29,0,0,0,0,0,0,0,1,0,0,0,0,1.00,0.312,3.228,.750,2,42334,138
995,2015-06-28,BOS,TBR,W 5-3,9.0,10,3,2,1,12,0,1,169,105,1,1,39,36,3,0,0,2,0,0,0,0,1,0,0,3,2.00,0.312,1.248,1.158,5,21963,182
996,2015-06-20,OAK,LAA,W 4-1,9.0,5,1,1,4,4,0,0,137,89,1,0,35,31,0,0,0,0,0,0,2,0,0,0,0,1,1.00,0.312,3.379,1.094,2,26471,179
997,2015-04-07,BAL,TBR,W 6-5,9.0,5,5,5,4,11,2,0,176,112,2,0,37,32,0,1,0,1,0,0,0,2,0,0,0,0,5.00,0.312,-0.752,1.233,4,13906,202
998,2015-09-05,TOR,BAL,W 5-1,9.0,4,1,1,4,9,0,0,127,85,0,0,33,29,1,0,0,0,0,0,2,0,0,0,0,0,1.00,0.311,3.339,.808,3,46373,162
999,2015-09-01,DET,KCR,W 6-5,9.0,10,5,3,2,7,1,2,145,90,4,1,39,36,1,0,0,0,0,1,1,1,0,0,0,0,3.00,0.311,-0.490,1.749,5,30665,192
1000,2015-06-28,MIL,MIN,W 5-3,9.0,7,3,3,5,7,1,0,146,96,0,0,37,31,0,0,0,0,0,1,0,1,1,1,0,0,3.00,0.311,1.229,1.296,3,38958,182
1001,2015-06-05,MIA,COL,W 6-2,9.0,12,2,1,1,7,0,1,136,93,2,0,38,36,0,0,0,0,0,1,2,1,0,0,0,0,1.00,0.311,2.993,.716,3,32091,163
1002,2015-05-11,BOS,OAK,W 5-4,11.0,13,4,4,3,7,0,0,179,120,2,0,48,44,4,0,0,0,0,1,1,1,0,0,0,1,3.27,0.311,1.353,1.553,7,19743,237
1003,2015-04-21,TBR,BOS,L 0-1,9.0,8,1,0,2,11,0,1,151,102,2,0,37,34,1,0,0,0,1,0,0,1,0,0,0,1,0.00,0.311,3.248,1.124,4,14307,168
1004,2015-07-25,DET,BOS,W 5-1,9.0,6,1,1,3,6,0,0,128,79,1,0,33,30,1,1,0,0,0,0,2,0,0,0,0,0,1.00,0.310,3.641,.786,4,37256,177
1005,2015-07-23,STL,KCR,W 4-3,9.0,10,3,3,3,6,0,0,149,96,1,0,38,35,2,1,0,0,0,0,2,2,0,0,0,0,3.00,0.310,1.229,1.824,4,46003,176
1006,2015-05-24,TEX,NYY,W 5-2,9.0,6,2,2,2,9,0,0,158,93,2,0,35,33,0,0,0,0,0,0,1,0,0,0,0,0,2.00,0.310,2.339,1.144,5,45681,205
1007,2015-04-30,LAA,OAK,W 6-5,9.0,9,5,4,5,5,1,1,161,95,3,3,39,34,0,0,0,0,0,0,2,0,0,0,0,1,4.00,0.310,-0.620,1.805,5,19534,203
1008,2015-04-24,CHW,KCR,W 3-2,9.0,8,2,2,1,9,0,0,130,86,0,0,33,32,2,0,0,0,0,0,1,0,2,1,0,0,2.00,0.310,2.197,1.239,3,20350,199
1009,2015-08-28,LAD,CHC,W 4-1,9.0,3,1,1,1,15,1,0,117,87,0,0,31,30,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.309,3.016,.704,2,44874,148
1010,2015-08-27,CIN,LAD,L 0-1,9.0,8,1,1,4,8,0,0,150,91,0,0,36,30,0,0,0,2,0,0,5,0,0,0,0,0,1.00,0.309,3.187,1.204,3,25529,174
1011,2015-08-16,MIL,PHI,W 6-1,9.0,7,1,1,3,11,1,0,140,96,4,0,37,34,0,0,0,0,0,0,0,1,0,0,0,1,1.00,0.309,3.228,.753,4,33920,187
1012,2015-07-11,BOS,NYY,W 5-3,9.0,9,3,3,1,5,2,0,144,96,0,0,34,33,2,0,0,0,0,0,1,0,2,1,0,0,3.00,0.309,1.642,.943,3,38047,190
1013,2015-07-01,BAL,TEX,W 4-2,9.0,4,2,2,1,5,2,0,101,70,0,0,32,30,0,0,0,0,1,0,0,0,0,0,0,0,2.00,0.309,2.510,.910,2,23019,138
1014,2015-05-29,OAK,NYY,W 6-2,9.0,6,2,2,2,6,1,0,119,79,2,0,34,32,1,0,0,0,0,0,1,0,0,0,0,1,2.00,0.309,2.379,.818,3,23540,169
1015,2015-04-13,MIL,STL,W 5-4,9.0,9,4,2,6,6,0,2,141,86,1,0,43,37,2,0,1,0,0,0,0,0,0,0,0,2,2.00,0.309,0.229,1.800,5,47875,181
1016,2015-10-01,CHC,CIN,W 5-3,9.0,12,3,0,0,10,0,3,150,100,4,2,39,39,4,0,0,0,0,0,1,1,0,0,0,1,0.00,0.308,1.187,1.197,7,26352,175
1017,2015-09-12,CIN,STL,W 5-1,9.0,5,1,1,3,13,0,0,158,100,0,0,34,31,1,0,0,0,0,0,1,0,0,0,0,1,1.00,0.308,3.187,1.088,4,41137,182
1018,2015-08-05,SFG,ATL,W 6-1,9.0,7,1,1,1,11,0,0,141,96,1,0,35,34,2,0,0,0,0,0,0,0,0,0,0,0,1.00,0.308,2.976,.630,3,17444,172
1019,2015-10-04 (1),ATL,STL,W 6-0,9.0,3,0,0,4,8,0,0,128,76,2,0,35,30,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0.307,3.976,.689,3,0,134
1020,2015-09-08,SDP,COL,W 2-1,9.0,3,1,1,3,6,1,0,119,62,0,0,32,29,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.307,2.897,1.260,3,19112,160
1021,2015-08-22,TEX,DET,W 5-3,9.0,11,3,3,1,8,1,0,143,95,3,2,38,37,2,1,0,0,0,0,1,0,0,0,0,0,3.00,0.307,1.289,.688,4,39082,175
1022,2015-07-10,CLE,OAK,W 5-1,9.0,5,1,0,1,8,0,1,115,79,2,0,33,30,2,0,0,1,0,1,1,0,1,0,0,0,0.00,0.307,3.641,.892,2,28539,177
1023,2015-04-15,STL,MIL,W 4-2,9.0,10,2,2,2,6,0,0,162,106,3,0,40,37,2,0,0,0,1,0,0,0,0,0,0,1,2.00,0.307,2.229,1.059,7,40826,170
1024,2015-04-06,SEA,LAA,W 4-1,9.0,4,1,1,2,12,1,0,129,84,4,0,32,29,0,0,0,1,0,0,2,0,0,0,0,0,1.00,0.307,3.116,1.009,5,45909,153
1025,2015-08-23,NYM,COL,W 5-1,9.0,4,1,1,2,10,1,0,113,78,0,0,32,28,0,0,0,1,1,0,1,0,0,0,0,0,1.00,0.306,3.994,.732,2,33200,162
1026,2015-07-08,MIN,BAL,W 5-3,9.0,7,3,3,2,6,2,0,132,89,0,0,35,33,1,1,0,0,0,0,1,0,0,0,0,0,3.00,0.306,1.510,1.022,3,29289,179
1027,2015-05-30,ATL,SFG,W 8-0,9.0,8,0,0,4,5,0,0,146,88,2,0,38,34,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.306,4.057,.640,4,42005,171
1028,2015-04-25,DET,CLE,W 4-1,9.0,8,1,1,2,5,0,0,148,88,1,0,35,32,2,0,0,0,1,0,1,2,0,0,0,0,1.00,0.306,3.289,.963,3,35473,178
1029,2015-04-11,ARI,LAD,W 6-0,9.0,2,0,0,4,9,0,0,151,91,0,0,32,28,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.306,4.319,.622,3,37636,156
1030,2015-08-26,SDP,WSN,W 6-5,9.0,7,5,5,4,11,0,0,152,92,5,3,38,32,2,0,0,1,0,1,1,1,0,0,0,1,5.00,0.305,-0.641,1.409,5,29332,187
1031,2015-08-15,BAL,OAK,W 4-3,9.0,7,3,3,3,8,2,0,128,79,0,0,34,31,0,1,0,0,0,0,2,1,0,0,0,0,3.00,0.305,1.510,1.020,3,44028,145
1032,2015-08-11,LAD,WSN,W 5-0,9.0,7,0,0,1,8,0,0,150,100,0,0,35,34,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.305,4.015,.778,3,49384,178
1033,2015-08-04,PHI,LAD,W 6-2,9.0,11,2,2,5,12,0,0,181,108,2,0,42,37,2,0,0,0,0,0,2,0,0,0,0,0,2.00,0.305,2.187,1.372,4,28733,211
1034,2015-07-21,PHI,TBR,L 0-1,9.0,7,1,1,1,10,1,0,133,92,1,0,35,34,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.305,3.187,.812,4,28703,172
1035,2015-05-10,SEA,OAK,W 4-3,9.0,6,3,3,1,7,3,0,129,85,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,3.00,0.305,1.116,.916,3,42831,156
1036,2015-05-01,KCR,DET,W 4-1,9.0,4,1,1,5,12,0,0,151,92,0,0,36,31,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.305,3.509,1.073,4,38186,167
1037,2015-04-24,HOU,OAK,W 5-4,11.0,8,4,4,3,5,1,0,161,100,3,0,42,38,1,0,0,0,1,0,1,0,0,0,0,1,3.27,0.305,1.352,1.803,5,18205,216
1038,2015-04-18,STL,CIN,W 5-2,9.0,9,2,2,3,5,1,0,132,83,3,0,38,35,0,0,0,0,0,0,1,0,0,0,0,0,2.00,0.305,2.229,.826,5,45906,162
1039,2015-06-28,STL,CHC,W 4-1,9.0,6,1,1,3,9,0,0,131,84,0,0,37,33,3,0,0,0,0,1,0,0,0,0,0,1,1.00,0.304,3.229,1.072,4,45384,148
1040,2015-06-11,SDP,ATL,W 6-4,11.0,7,4,2,6,5,1,2,164,100,1,0,45,37,2,0,1,0,1,1,2,0,1,1,0,0,1.64,0.304,0.861,1.448,6,25759,222
1041,2015-07-21,TOR,OAK,W 7-1,9.0,8,1,1,1,4,0,0,123,84,0,0,35,34,0,1,0,0,0,0,1,0,0,0,0,0,1.00,0.303,3.380,.854,3,19364,158
1042,2015-07-17 (1),KCR,CHW,W 4-2,9.0,7,2,2,5,6,2,0,137,83,0,0,36,31,1,0,0,0,0,0,1,0,2,0,0,0,2.00,0.303,2.196,1.351,5,25807,164
1043,2015-07-09,COL,ATL,W 5-3,9.0,10,3,3,1,9,0,0,131,89,4,1,37,34,2,0,0,0,1,1,2,0,0,0,0,0,3.00,0.303,1.994,1.217,8,30334,193
1044,2015-05-05,KCR,CLE,W 5-3,9.0,4,3,3,2,8,2,0,129,79,0,0,33,31,1,0,0,0,0,0,0,0,0,0,0,0,3.00,0.303,1.510,1.078,4,29099,146
1045,2015-04-11,BOS,NYY,W 8-4,9.0,5,4,4,2,11,1,0,128,83,0,0,34,31,1,0,0,0,0,1,0,0,0,0,0,1,4.00,0.303,0.339,.811,4,46678,193
1046,2015-09-17,TOR,ATL,W 5-0,9.0,3,0,0,2,4,0,0,108,78,0,0,30,28,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.302,3.976,.571,2,19367,156
1047,2015-08-09,SEA,TEX,W 4-2,9.0,8,2,2,2,7,0,0,146,91,0,0,39,35,2,0,0,2,0,0,0,0,0,0,0,1,2.00,0.302,2.116,1.273,3,29939,154
1048,2015-07-26,BAL,TBR,W 5-2,9.0,8,2,2,4,7,2,0,136,90,2,0,37,32,2,0,0,1,0,0,1,0,0,0,0,0,2.00,0.302,2.247,1.090,5,18613,163
1049,2015-07-22 (2),CHC,CIN,W 6-5,9.0,13,5,3,6,11,0,2,180,107,1,0,44,38,2,0,2,0,0,0,1,0,1,0,0,1,3.00,0.302,-0.813,1.633,6,39183,219
1050,2015-05-22,TBR,OAK,W 5-2,9.0,9,2,2,4,12,1,0,158,99,5,0,41,36,0,0,0,0,0,1,0,2,0,0,0,2,2.00,0.302,2.247,1.259,6,12329,185
1051,2015-05-17,KCR,NYY,W 6-0,9.0,6,0,0,2,7,0,0,143,91,0,0,36,33,2,0,0,1,0,0,0,0,0,0,0,0,0.00,0.302,4.510,.512,3,31251,183
1052,2015-04-30,TOR,CLE,W 5-1,9.0,11,1,1,2,6,0,0,172,101,1,0,38,36,3,0,0,0,0,0,2,0,0,0,0,2,1.00,0.302,3.642,.970,5,9798,166
1053,2015-09-22,TBR,BOS,W 5-2,9.0,8,2,2,3,10,0,0,135,94,0,0,35,32,2,0,0,0,0,0,1,0,0,0,0,1,2.00,0.301,2.642,1.006,4,33673,163
1054,2015-08-30,COL,PIT,W 5-0,9.0,4,0,0,1,10,0,0,130,88,3,0,33,32,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.301,4.148,.611,5,36271,175
1055,2015-07-29,TOR,PHI,W 8-2,9.0,7,2,0,1,5,0,2,112,84,0,0,35,34,1,0,0,0,0,0,1,0,0,0,0,2,0.00,0.301,2.339,.565,2,27060,157
1056,2015-06-24,MIN,CHW,W 6-1,9.0,7,1,1,0,5,1,0,102,76,0,0,34,34,2,1,0,0,0,0,0,0,0,0,0,0,1.00,0.301,3.510,.789,2,28854,139
1057,2015-06-24,STL,MIA,W 6-1,9.0,7,1,1,0,5,1,0,112,83,1,0,34,34,0,0,0,0,0,0,0,1,0,0,0,0,1.00,0.301,3.106,.800,3,18492,151
1058,2015-06-05,BAL,CLE,W 5-2,9.0,7,2,2,4,6,0,0,142,89,0,0,37,33,1,0,0,0,0,0,1,0,0,0,0,0,2.00,0.301,2.642,1.341,3,26070,168
1059,2015-04-27,COL,ARI,W 5-4,9.0,9,4,3,4,6,0,1,159,99,0,0,40,35,2,0,0,0,1,0,1,1,0,0,0,1,3.00,0.301,0.319,1.648,4,17444,209
1060,2015-09-09,PIT,CIN,W 5-4,9.0,6,4,4,3,13,1,0,171,108,2,1,37,32,2,0,1,0,0,2,0,0,0,0,0,0,4.00,0.300,0.188,1.924,4,19620,184
1061,2015-08-13,TOR,OAK,W 4-2,9.0,8,2,2,2,3,0,0,120,78,1,1,35,33,1,1,0,0,0,0,2,0,0,0,0,0,2.00,0.300,2.339,.905,3,46902,145
1062,2015-07-30,MIA,WSN,L 0-1,9.0,5,1,1,2,7,1,0,138,86,0,0,34,31,2,0,0,0,1,0,0,1,0,0,0,0,1.00,0.300,3.106,.788,4,30068,158
1063,2015-07-10,MIA,CIN,L 0-1,9.0,7,1,1,2,8,1,0,120,88,0,0,35,32,1,0,0,0,1,0,1,0,0,0,0,0,1.00,0.300,3.107,.888,3,22222,141
1064,2015-06-30,SEA,SDP,W 5-0,9.0,1,0,0,4,7,0,0,113,62,,,32,27,1,0,0,1,0,0,1,0,0,0,0,0,0.00,0.300,3.897,.651,1,30368,143
1065,2015-05-27,NYY,KCR,W 4-2,9.0,8,2,1,2,11,1,1,145,97,1,0,37,35,1,0,0,0,0,0,0,1,0,0,0,1,1.00,0.300,2.339,.954,5,32734,162
1066,2015-05-20,KCR,CIN,W 7-1,9.0,9,1,1,2,7,0,0,139,89,0,0,38,36,2,0,0,0,0,0,0,0,0,0,0,1,1.00,0.300,3.510,.753,4,30450,164
1067,2015-10-02,OAK,SEA,W 4-2,9.0,7,2,2,2,4,1,0,127,77,0,0,35,31,1,0,0,1,1,0,2,0,0,0,0,0,2.00,0.299,2.116,1.394,3,26130,165
1068,2015-07-08,DET,SEA,W 5-4,9.0,6,4,3,7,10,1,1,160,89,2,0,42,32,2,0,0,1,2,0,0,2,0,0,0,0,3.00,0.299,0.116,1.817,4,26488,208
1069,2015-06-24,LAD,CHC,W 5-2,9.0,9,2,2,4,8,0,0,150,88,2,0,37,33,1,0,0,0,0,0,2,0,0,0,0,0,2.00,0.299,2.148,.960,6,36653,192
1070,2015-05-15,DET,STL,W 10-4,9.0,9,4,4,4,8,2,0,154,92,0,0,41,35,1,0,1,2,0,0,0,0,0,0,0,0,4.00,0.299,0.229,.976,6,45601,206
1071,2015-05-04,PHI,ATL,W 5-2,9.0,8,2,2,4,5,0,0,164,101,0,0,38,34,0,1,0,0,0,0,1,0,0,0,0,1,2.00,0.299,1.977,1.039,4,17293,188
1072,2015-09-25,CHW,NYY,W 5-2,9.0,6,2,2,6,5,0,0,134,75,0,0,37,29,1,0,0,2,0,0,4,0,0,0,0,1,2.00,0.298,2.339,1.456,4,37316,190
1073,2015-08-04,NYM,MIA,W 5-1,9.0,7,1,1,1,7,0,0,134,84,0,0,36,31,0,0,0,2,2,0,2,0,0,0,0,1,1.00,0.298,3.106,.974,3,23822,188
1074,2015-05-07,STL,CHC,W 5-1,9.0,6,1,1,2,12,0,0,132,93,4,0,35,33,2,0,0,0,0,0,0,0,0,0,1,0,1.00,0.298,3.228,.646,4,44472,173
1075,2015-04-10,PHI,WSN,W 4-1,9.0,6,1,1,1,9,1,0,131,88,0,0,33,32,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.298,3.187,.748,4,19047,150
1076,2015-09-05 (2),MIL,CIN,W 7-3,9.0,7,3,3,2,4,1,0,155,92,1,0,37,33,4,0,1,2,0,0,1,0,0,0,0,0,3.00,0.297,1.188,1.131,6,29842,191
1077,2015-08-12,STL,PIT,W 4-2,9.0,9,2,2,3,8,1,0,144,93,0,0,38,35,2,1,1,0,0,0,0,0,1,0,0,0,2.00,0.297,2.229,1.412,3,41493,169
1078,2015-08-10,CHW,LAA,W 8-2,9.0,6,2,2,2,8,0,0,124,85,1,0,35,32,3,1,0,1,0,0,1,0,0,0,0,0,2.00,0.297,2.198,.605,2,20036,165
1079,2015-05-24,STL,KCR,W 6-1,9.0,6,1,0,2,6,0,1,116,74,0,0,34,32,0,0,0,0,0,0,2,0,0,0,0,0,0.00,0.297,3.510,.996,3,36342,160
1080,2015-05-06,TBR,BOS,W 5-3,9.0,7,3,3,4,6,1,0,155,90,2,0,39,34,2,0,0,0,0,1,0,0,0,0,0,2,3.00,0.297,1.642,2.024,5,35060,202
1081,2015-04-22,SFG,LAD,W 3-2,9.0,7,2,2,3,10,1,0,146,97,0,0,38,35,0,0,0,0,0,0,0,0,0,0,0,0,2.00,0.297,2.057,1.254,4,42259,196
1082,2015-04-12,CHW,MIN,W 6-2,9.0,7,2,2,2,10,0,0,155,109,1,0,36,34,2,0,0,0,0,0,1,0,0,0,0,0,2.00,0.297,2.197,1.340,5,23057,176
1083,2015-08-31,TBR,BAL,W 6-3,9.0,8,3,3,5,10,0,0,178,111,0,0,41,36,1,0,0,0,0,0,1,0,0,0,0,0,3.00,0.296,1.510,.966,4,19841,183
1084,2015-06-12,SFG,ARI,L 0-1,9.0,11,1,1,4,8,0,0,144,90,3,0,39,33,1,0,0,0,2,0,2,0,0,0,0,0,1.00,0.296,3.057,1.073,4,41952,172
