Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
902,2015-04-25,ATL,PHI,W 5-2,38,34,5,9,2,0,1,5,4,0,5,0,0,0,0,1,1,0,0.313,0.813,.998,6,15,24748,147
903,2015-04-11,SDP,SFG,W 10-2,44,42,10,20,4,0,0,10,1,0,8,0,0,1,1,1,0,1,0.313,6.537,.380,10,13,42823,194
904,2015-09-30,KCR,CHW,W 5-3,41,39,5,7,0,0,3,5,2,0,10,0,0,0,2,0,0,0,0.312,0.337,1.093,6,11,12818,193
905,2015-09-01,MIL,PIT,W 7-4,35,31,7,10,4,0,0,7,3,0,5,1,0,0,0,0,3,1,0.312,3.241,.363,4,14,18468,175
906,2015-07-28,TEX,NYY,L 5-21,36,30,5,3,1,0,0,5,6,0,5,0,0,0,0,0,0,0,0.312,0.399,.404,4,11,28403,218
907,2015-09-09,ATL,PHI,W 8-1,49,38,8,18,2,1,1,7,6,1,4,1,3,1,0,3,0,0,0.311,3.812,.834,14,13,15241,172
908,2015-07-31,SDP,MIA,W 8-3,47,40,8,12,1,0,0,8,5,0,8,1,0,1,0,3,1,0,0.311,2.981,1.355,6,15,19582,221
909,2015-06-18,LAA,ARI,W 7-1,38,31,7,8,2,1,2,7,7,2,6,0,0,0,0,2,0,0,0.311,2.683,.561,4,12,28942,156
910,2015-06-03,MIA,CHC,W 7-3,38,36,7,14,3,0,2,7,2,0,6,0,0,0,0,1,0,0,0.311,3.349,.447,7,14,22962,176
911,2015-04-29,MIA,NYM,W 7-3,36,32,7,12,2,0,2,7,1,0,4,0,2,1,1,1,1,0,0.311,3.349,1.105,5,15,17076,174
912,2015-08-15,CHC,CHW,W 6-3,41,37,6,12,4,0,0,5,3,1,9,0,1,0,0,0,0,0,0.310,1.803,.874,8,9,39579,215
913,2015-06-02,MIA,CHC,W 5-2,34,32,5,8,2,0,1,5,2,0,7,0,0,0,0,0,0,0,0.310,1.349,1.114,5,13,23789,153
914,2015-09-25,COL,LAD,W 7-4,37,34,7,9,1,1,3,6,3,0,9,0,0,0,2,0,0,0,0.309,2.560,.673,6,17,38485,192
915,2015-09-11,PIT,MIL,W 6-3,38,31,6,9,1,0,0,6,3,0,6,2,1,1,1,1,0,0,0.309,2.313,1.089,8,17,28346,192
916,2015-09-04,CHW,KCR,W 12-1,44,42,12,17,2,0,3,12,1,0,6,1,0,0,0,2,1,0,0.309,7.490,.408,5,12,36953,160
917,2015-08-22,PHI,MIA,W 4-2,38,35,4,9,3,0,3,4,3,0,5,0,0,0,0,0,0,0,0.309,-0.108,.922,7,14,22113,170
918,2015-08-05,CHW,TBR,W 6-5,41,35,6,9,1,0,1,5,6,2,5,0,0,0,0,1,1,0,0.309,2.865,1.284,7,9,20028,200
919,2015-08-05,NYM,MIA,W 8-6,41,36,8,12,4,0,1,8,3,0,7,0,0,2,0,1,0,0,0.309,3.893,.476,6,14,25897,187
920,2015-07-22,DET,SEA,W 9-4,41,36,9,13,5,0,1,7,5,1,5,0,0,0,1,1,0,0,0.309,5.188,.585,8,12,36670,190
921,2015-07-08,ARI,TEX,W 7-4,39,34,7,9,2,0,2,7,5,0,7,0,0,0,0,2,0,0,0.309,2.399,.612,5,9,27390,206
922,2015-07-07,MIN,BAL,W 8-3,38,32,8,11,2,0,1,7,4,1,7,1,0,1,0,2,1,0,0.309,3.991,.346,6,10,25091,168
923,2015-07-04,ARI,COL,W 7-3,39,33,7,10,3,0,0,6,4,0,5,0,2,0,1,0,2,0,0.309,3.161,.924,8,15,42113,198
924,2015-06-18,HOU,COL,W 8-4,41,38,8,13,4,0,2,8,2,0,17,0,1,0,0,1,3,0,0.309,3.003,.901,6,13,30770,210
925,2015-06-02 (2),COL,LAD,L 8-9,42,38,8,15,3,0,1,8,2,1,5,0,1,1,0,2,0,0,0.309,3.006,1.476,7,16,24972,204
926,2015-09-11,SFG,SDP,W 9-1,44,36,9,14,1,0,0,9,7,0,9,0,1,0,0,0,2,0,0.308,5.394,.750,11,13,41621,182
927,2015-08-20,ARI,CIN,W 5-4,42,40,5,13,4,0,1,5,2,0,10,0,0,0,0,0,1,0,0.308,0.812,1.578,10,17,22063,201
928,2015-07-28,ARI,SEA,W 8-4,41,35,8,12,2,0,1,8,4,0,7,0,1,1,0,0,2,0,0.308,3.884,.620,6,9,25106,180
929,2015-06-11,LAA,TBR,W 6-2,42,38,6,14,1,0,2,6,4,0,8,0,0,0,0,1,1,1,0.308,1.750,1.133,9,10,10779,200
930,2015-05-21,TOR,LAA,W 8-4,38,33,8,10,3,0,2,7,4,0,5,0,0,1,0,0,1,0,0.308,4.143,.572,6,11,19014,142
931,2015-09-14,NYM,MIA,W 4-3,34,30,4,7,3,0,2,4,4,2,4,0,0,0,0,0,1,0,0.307,0.466,1.184,6,20,27320,170
932,2015-09-09,CLE,CHW,W 6-4,40,38,6,12,3,1,2,4,2,0,6,0,0,0,0,1,0,0,0.307,1.803,.790,7,10,11667,178
933,2015-07-30,CHC,MIL,W 5-2,39,34,5,9,1,0,1,5,3,0,10,0,1,1,0,0,0,0,0.307,0.772,1.197,7,15,36306,187
934,2015-06-10,SEA,CLE,W 9-3,44,37,9,10,4,0,1,9,7,0,10,0,0,0,1,0,0,0,0.307,4.360,.480,8,12,12305,184
935,2015-05-10,PIT,STL,W 4-3,35,30,4,9,2,0,1,4,3,0,6,0,1,1,1,1,0,0,0.307,0.315,.942,7,14,34036,158
936,2015-04-20,OAK,LAA,W 6-3,38,32,6,8,3,0,2,6,4,0,6,0,0,2,0,0,1,0,0.307,1.884,.890,5,10,35228,177
937,2015-08-15,ARI,ATL,W 8-4,42,35,8,11,3,0,1,8,4,0,10,1,0,2,0,1,2,0,0.306,4.024,.503,7,14,29624,180
938,2015-08-03,NYM,MIA,W 12-1,49,42,12,15,6,0,1,11,6,0,11,1,0,0,1,1,0,0,0.306,7.893,.307,10,13,23119,183
939,2015-08-01,MIN,SEA,W 3-2,35,31,3,6,1,1,0,1,4,1,10,0,0,0,1,2,1,0,0.306,-1.279,2.190,6,10,36901,165
940,2015-07-28,COL,CHC,W 7-2,41,37,7,10,5,1,0,7,4,2,11,0,0,0,0,0,0,0,0.306,2.852,.461,7,14,36747,191
941,2015-07-21,SFG,SDP,W 9-3,37,34,9,9,1,0,3,8,3,1,6,0,0,0,0,2,0,0,0.306,5.105,.394,1,13,35596,170
942,2015-07-04,LAA,TEX,W 13-0,52,40,13,17,5,0,2,13,7,1,7,2,0,3,0,1,0,0,0.306,8.399,.488,12,12,47877,201
943,2015-05-14,DET,MIN,W 13-1,47,42,13,20,3,2,4,13,4,0,5,0,0,1,1,1,0,0,0.306,9.188,.422,10,11,31785,183
944,2015-09-24,CLE,MIN,W 6-3,42,35,6,9,1,1,2,6,6,1,8,1,0,0,0,1,1,0,0.305,1.489,.365,9,10,21366,180
945,2015-08-21,TOR,LAA,W 9-2,45,38,9,11,5,0,1,7,4,0,7,1,1,1,2,0,0,0,0.305,4.885,.549,9,9,41110,187
946,2015-08-13,CHC,MIL,W 9-2,39,34,9,11,2,0,5,9,5,0,8,0,0,0,0,0,0,1,0.305,5.314,.637,6,15,40799,189
947,2015-06-26,BAL,CLE,W 4-3,35,32,4,10,3,0,1,4,2,1,10,0,0,1,0,1,0,0,0.305,-0.009,1.152,7,10,31112,167
948,2015-04-18,PIT,MIL,W 6-2,36,31,6,7,1,0,1,6,4,0,6,1,0,0,0,0,1,0,0.305,2.314,.521,6,12,33961,150
949,2015-07-11,OAK,CLE,W 5-4,37,34,5,10,4,0,0,4,2,0,9,0,0,1,0,1,0,1,0.304,0.360,1.278,5,11,28733,188
950,2015-06-17,BAL,PHI,W 6-4,36,35,6,8,2,0,2,6,1,0,9,0,0,0,1,0,0,0,0.304,1.813,.747,3,13,26162,154
951,2015-05-04,CHC,STL,L 9-10,46,39,9,12,1,1,2,8,7,0,10,0,0,0,1,1,2,0,0.304,4.771,.873,10,19,41981,219
952,2015-04-08,OAK,TEX,W 10-0,43,39,10,15,3,1,0,9,3,0,4,1,0,0,1,0,0,0,0.304,6.106,.380,9,10,19479,175
953,2015-09-12,PIT,MIL,W 10-2,42,33,10,11,3,0,1,9,8,0,6,0,1,0,0,1,0,0,0.303,6.313,.494,8,18,35749,175
954,2015-09-05,SFG,COL,W 7-3,44,39,7,15,6,0,2,7,4,1,3,0,1,0,1,2,0,0,0.303,2.005,.692,10,15,37672,188
955,2015-08-08,KCR,CHW,W 7-6,35,31,7,8,2,1,0,7,2,0,1,1,0,1,0,0,1,0,0.303,2.991,.928,4,9,39302,165
956,2015-06-28,SFG,COL,W 6-3,33,33,6,10,2,1,3,6,0,0,6,0,0,0,0,1,0,0,0.303,2.394,.647,3,12,41795,175
957,2015-06-17,HOU,COL,W 8-4,43,37,8,13,3,0,4,8,4,0,5,0,2,0,0,0,1,1,0.303,3.006,.539,8,15,33041,193
958,2015-05-01,SFG,LAA,W 3-2,36,31,3,6,1,0,0,3,3,1,6,0,1,1,1,0,0,1,0.303,-0.325,1.608,7,17,41507,184
959,2015-04-13,LAD,SEA,W 6-5,42,37,6,9,3,0,1,6,4,1,7,0,0,1,0,0,0,0,0.303,2.268,1.589,7,17,42202,184
960,2015-09-13,PIT,MIL,W 7-6,46,41,7,10,2,0,1,7,3,0,11,1,0,1,2,1,0,0,0.302,3.077,1.750,8,22,34740,227
961,2015-08-07,CHC,SFG,W 7-3,38,36,7,12,4,0,1,7,2,0,12,0,0,0,0,0,3,0,0.302,3.312,.682,7,13,41311,193
962,2015-08-02,DET,BAL,W 6-1,36,35,6,9,1,1,1,6,1,0,5,0,0,0,0,0,2,0,0.302,1.489,.457,3,10,33381,152
963,2015-05-25,TOR,CHW,W 6-0,34,30,6,7,1,0,2,6,4,0,4,0,0,0,0,1,0,0,0.302,2.143,.329,4,10,15168,130
964,2015-05-17,TBR,MIN,W 11-3,50,46,11,19,4,0,0,11,3,1,8,1,0,0,1,0,0,1,0.302,6.489,.770,12,11,23708,197
965,2015-09-30,TBR,MIA,W 6-4,37,31,6,10,2,0,1,6,5,0,8,0,0,1,0,2,0,0,0.301,2.224,.914,7,10,9431,173
966,2015-09-06,BOS,PHI,W 6-2,36,30,6,8,1,1,1,6,5,0,6,0,0,1,0,0,0,1,0.301,1.873,.313,6,10,34708,177
967,2015-08-26,LAD,CIN,W 7-4,41,37,7,10,2,0,3,7,3,0,6,1,0,0,0,0,0,0,0.301,2.813,.629,7,16,17712,196
968,2015-06-16,BOS,ATL,W 9-4,38,37,9,18,5,3,1,8,1,0,3,0,0,0,0,3,0,1,0.301,4.874,.701,5,9,35662,158
969,2015-05-21,CLE,CHW,W 5-2,43,36,5,11,2,0,2,4,6,1,4,0,1,0,0,1,1,0,0.301,0.803,.328,11,10,18321,184
970,2015-05-02,CIN,ATL,W 8-4,40,38,8,12,0,2,3,8,2,0,3,0,0,0,0,1,1,0,0.301,4.025,.624,5,13,29515,154
971,2015-04-27,LAD,SFG,W 8-3,39,33,8,11,1,1,2,7,5,0,2,0,1,0,0,0,1,0,0.301,4.431,.761,7,15,46704,178
972,2015-04-15,NYM,PHI,W 6-1,42,37,6,12,2,0,2,5,5,2,2,0,0,0,0,0,0,0,0.301,2.465,.584,12,12,21052,156
973,2015-08-30,TOR,DET,W 9-2,39,35,9,11,2,0,4,9,3,0,6,1,0,0,0,0,0,0,0.300,5.144,.204,6,9,46625,158
974,2015-08-10,NYM,COL,W 4-2,34,29,4,4,0,0,1,4,4,0,6,1,0,0,1,0,0,0,0.300,0.466,1.471,6,13,27194,148
975,2015-07-22,COL,TEX,L 8-10,42,36,8,9,0,0,2,8,6,1,6,0,0,0,1,1,1,0,0.300,3.006,1.156,7,17,33348,225
976,2015-06-25,WSN,ATL,W 7-0,37,34,7,12,3,0,1,6,2,0,3,0,1,0,1,2,0,0,0.300,3.125,.324,6,11,37874,156
977,2015-06-17,KCR,MIL,W 10-2,40,33,10,12,1,2,0,10,5,0,3,0,0,2,0,1,0,0,0.300,5.990,.709,6,10,33420,185
978,2015-06-07,STL,LAD,W 4-2,37,34,4,9,3,1,1,4,2,0,9,0,1,0,0,0,0,0,0.300,-0.016,1.184,6,17,41500,205
979,2015-05-06,SDP,SFG,W 9-1,50,42,9,16,4,1,0,9,7,0,7,0,0,1,0,1,3,0,0.300,4.943,.585,14,12,41060,179
980,2015-05-05,LAD,MIL,W 8-2,42,36,8,9,2,0,3,8,6,0,9,0,0,0,0,0,0,0,0.300,3.772,.848,7,12,23356,192
981,2015-04-29,PIT,CHC,W 8-1,46,40,8,14,3,1,0,7,5,1,11,1,0,0,1,1,2,0,0.300,3.852,.967,11,14,30634,184
982,2015-04-25,HOU,OAK,W 9-3,44,38,9,11,3,0,2,8,4,0,4,2,0,0,2,1,0,1,0.300,4.621,.386,8,9,24342,175
983,2015-09-15,TEX,HOU,W 6-5,41,35,6,14,1,0,0,6,3,0,7,1,1,1,0,2,3,0,0.299,1.932,1.391,10,11,26942,226
984,2015-06-04,OAK,DET,W 7-5,40,36,7,10,2,1,0,6,4,1,6,0,0,0,1,1,1,0,0.299,2.709,.442,6,11,37411,186
985,2015-04-29,ARI,COL,W 9-1,40,34,9,13,1,0,1,8,5,0,5,0,1,0,0,2,2,0,0.299,5.161,.722,7,13,19633,154
986,2015-08-12,MIN,TEX,W 11-1,45,42,11,18,2,0,3,11,2,0,8,0,0,1,1,0,0,0,0.298,6.991,.299,10,11,30683,173
987,2015-07-22 (1),CIN,CHC,W 9-1,41,37,9,13,3,0,1,9,4,0,11,0,0,0,0,0,1,0,0.298,5.275,.359,8,10,35093,162
988,2015-07-17,TOR,TBR,W 6-2,35,27,6,6,2,0,2,6,6,0,2,0,1,1,0,1,0,0,0.298,2.144,.862,5,10,32908,155
989,2015-05-14,KCR,TEX,W 6-3,42,38,6,14,3,0,1,6,1,0,5,1,2,0,0,0,0,1,0.298,1.398,.868,9,9,33818,191
990,2015-05-10,NYY,BAL,W 6-2,39,29,6,8,2,0,2,6,8,0,5,2,0,0,0,1,1,1,0.298,2.145,.683,9,10,39059,183
991,2015-05-09,SEA,OAK,W 7-2,43,35,7,10,2,0,0,3,6,1,6,2,0,0,1,0,2,0,0.298,3.339,.417,12,10,37441,216
992,2015-04-19,ARI,SFG,W 5-1,38,35,5,8,1,0,1,5,2,0,7,1,0,0,0,0,1,0,0.298,0.945,.582,6,13,41528,165
993,2015-09-26,STL,MIL,W 5-1,35,30,5,8,4,0,0,5,5,0,5,0,0,0,1,3,0,0,0.297,1.242,.371,6,13,45561,155
994,2015-06-10,KCR,MIN,W 7-2,38,36,7,8,0,0,1,6,2,0,7,0,0,0,2,1,0,0,0.297,2.489,.477,4,9,28434,176
995,2015-05-29,TOR,MIN,W 6-4,38,36,6,11,3,0,2,6,2,0,8,0,0,0,0,1,0,0,0.297,1.491,1.141,5,10,24509,135
996,2015-04-28,CLE,KCR,L 5-11,39,34,5,9,1,0,1,5,4,0,5,1,0,0,0,0,1,2,0.297,0.359,.989,7,10,10698,193
997,2015-09-01,TBR,BAL,W 11-2,47,41,11,15,4,0,1,11,4,1,8,1,0,1,0,0,0,0,0.296,6.488,.589,9,14,22987,181
998,2015-06-04,CLE,KCR,W 6-2,37,33,6,10,3,0,1,6,3,0,6,0,1,0,0,0,2,0,0.296,1.991,.722,7,10,29552,158
999,2015-05-19,TBR,ATL,W 5-3,37,35,5,8,1,1,1,5,1,0,10,1,0,0,0,0,1,0,0.296,1.023,.836,5,17,20120,163
1000,2015-04-21,LAA,OAK,W 14-1,44,39,14,15,3,0,2,11,4,1,9,0,0,1,1,0,0,0,0.296,10.339,.416,6,11,32137,195
1001,2015-09-06,LAA,TEX,W 7-0,37,30,7,11,3,0,1,5,4,1,8,1,0,2,0,1,0,1,0.295,3.340,.382,6,11,38367,166
1002,2015-08-21,COL,NYM,L 9-14,42,38,9,13,4,1,3,9,3,0,7,0,1,0,1,0,2,0,0.295,4.005,.890,6,16,31079,214
1003,2015-06-18,TBR,WSN,W 5-3,39,38,5,12,2,1,1,3,1,0,6,0,0,0,1,1,0,1,0.295,0.642,1.137,7,16,29242,182
1004,2015-05-13,MIN,DET,W 6-2,39,36,6,12,2,3,1,6,3,0,6,0,0,0,0,2,0,0,0.295,1.711,.433,6,9,27163,187
1005,2015-09-17,STL,MIL,W 6-3,40,38,6,13,3,1,1,5,0,0,11,0,1,1,1,1,0,0,0.294,1.772,.381,7,17,23734,171
1006,2015-07-30,TOR,KCR,W 5-2,36,28,5,7,1,0,3,5,6,0,6,1,0,1,0,2,0,0,0.294,1.143,.606,7,11,30057,153
1007,2015-07-27,ARI,SEA,W 4-3,44,36,4,5,1,0,2,3,6,0,9,1,0,1,2,0,0,0,0.294,-0.575,1.127,10,10,19532,207
1008,2015-06-24,SFG,SDP,W 6-0,34,27,6,6,1,1,1,6,4,1,9,0,2,1,1,1,0,0,0.294,2.394,.543,4,14,41744,156
1009,2015-06-14,ATL,NYM,L 8-10,43,40,8,14,3,0,1,8,3,1,7,0,0,0,0,1,1,0,0.294,4.024,.980,8,14,36340,179
1010,2015-06-14,OAK,LAA,W 8-1,44,42,8,12,4,0,0,6,1,1,9,1,0,0,3,0,2,0,0.294,3.882,.706,9,10,35143,196
1011,2015-05-10,BOS,TOR,W 6-3,37,33,6,7,1,1,2,6,4,0,2,0,0,0,0,0,0,0,0.294,1.661,.372,4,9,42419,158
1012,2015-04-25,TBR,TOR,W 4-2,35,32,4,9,3,0,0,4,3,0,9,0,0,0,0,0,0,0,0.294,0.225,1.475,7,13,19772,151
1013,2015-07-12,NYM,ARI,W 5-3,39,35,5,11,2,0,4,5,4,1,7,0,0,0,0,0,0,0,0.293,1.464,.505,10,14,28259,164
1014,2015-05-29,TEX,BOS,W 7-4,36,32,7,12,3,1,2,6,3,0,5,0,1,0,0,1,0,1,0.293,2.911,.763,5,10,38176,179
1015,2015-04-08,DET,MIN,W 11-0,46,38,11,15,5,1,0,10,7,2,2,0,0,1,0,0,0,0,0.293,7.188,.395,11,12,28280,186
1016,2015-09-07,DET,TBR,W 5-4,35,33,5,11,3,0,3,5,2,1,4,0,0,0,0,1,1,1,0.292,1.187,.910,6,9,27958,177
1017,2015-06-06,SFG,PHI,W 7-5,45,39,7,12,1,0,0,6,3,0,10,2,0,1,1,0,0,0,0.292,2.813,.656,11,11,29102,173
1018,2015-05-16,NYM,MIL,W 14-1,42,39,14,16,4,0,3,14,3,0,9,0,0,0,0,2,0,0,0.292,10.464,.496,4,14,30208,176
1019,2015-04-24,NYY,NYM,W 6-1,37,34,6,11,1,0,3,6,2,0,6,0,0,1,1,0,0,0,0.292,2.143,.276,7,10,45310,153
1020,2015-04-22,STL,WSN,W 7-5,43,37,7,11,2,0,3,6,5,1,8,0,1,0,1,0,0,0,0.292,2.641,1.011,9,13,25771,171
1021,2015-10-01,MIN,CLE,W 4-2,34,29,4,5,3,0,0,3,4,0,3,0,0,1,1,3,0,0,0.291,-0.641,1.392,3,13,22644,167
1022,2015-09-30 (1),TOR,BAL,W 15-2,55,45,15,18,4,0,3,11,10,0,5,0,0,0,1,1,1,0,0.291,10.490,.422,13,9,0,197
1023,2015-08-11,CHC,MIL,W 6-3,41,30,6,7,2,0,0,5,7,0,8,3,0,1,1,2,2,0,0.291,2.315,.539,11,15,37109,190
1024,2015-05-25,COL,CIN,W 5-4,41,36,5,11,1,0,1,5,3,1,10,0,1,1,1,0,4,1,0.291,0.811,1.268,9,14,20516,179
1025,2015-05-05,SFG,SDP,W 6-0,37,32,6,10,2,0,1,4,4,0,5,0,1,0,1,1,0,1,0.291,2.394,.414,7,12,41358,145
1026,2015-04-17,NYY,TBR,W 5-4,37,30,5,5,0,0,3,5,6,0,9,0,1,0,0,1,1,0,0.291,0.751,1.072,5,10,15752,192
1027,2015-04-09,DET,MIN,W 7-1,39,33,7,10,1,1,1,6,6,0,3,0,0,0,0,1,1,0,0.291,3.187,.609,8,9,26782,163
1028,2015-09-30,CHC,CIN,W 10-3,46,42,10,16,6,0,1,10,4,0,14,0,0,0,0,1,2,0,0.290,5.810,.549,9,14,21397,180
1029,2015-09-04,HOU,MIN,W 8-0,37,36,8,13,1,0,2,8,1,0,10,0,0,0,0,1,0,0,0.290,4.109,.392,5,13,27807,155
1030,2015-08-06,MIL,SDP,W 10-1,42,35,10,14,1,0,2,10,4,0,5,0,3,0,0,0,0,0,0.290,6.241,.430,8,11,28789,172
1031,2015-06-21,PHI,STL,W 9-2,39,37,9,13,3,0,1,9,2,0,8,0,0,0,0,0,1,0,0.290,5.277,.515,6,14,30423,149
1032,2015-04-21,MIL,CIN,L 10-16,42,38,10,12,2,0,2,10,3,0,15,0,0,1,1,0,0,0,0.290,5.773,.563,5,17,27293,202
1033,2015-09-13 (1),CLE,DET,W 7-2,37,33,7,12,3,0,0,6,3,0,6,1,0,0,0,1,2,0,0.289,2.872,1.004,6,10,0,200
1034,2015-08-17,MIA,MIL,W 6-2,40,37,6,12,2,0,1,6,1,0,5,0,1,1,0,0,1,0,0.289,1.772,.605,7,14,21910,171
1035,2015-09-05,WSN,ATL,W 8-2,37,33,8,10,5,0,1,6,3,0,8,0,1,0,0,0,0,0,0.288,4.125,.367,5,15,28646,187
1036,2015-08-21,CLE,NYY,W 7-3,42,39,7,12,3,1,1,6,2,0,7,1,0,0,1,1,0,0,0.287,2.662,.942,8,10,35940,219
1037,2015-08-01,CHW,NYY,W 8-2,38,34,8,11,3,0,2,7,3,0,5,1,0,0,0,1,1,0,0.287,4.268,.521,6,9,34379,178
1038,2015-07-20 (2),LAA,BOS,W 7-3,36,31,7,8,1,0,3,7,3,0,5,1,1,0,0,0,0,0,0.287,3.341,.489,5,9,38042,154
1039,2015-07-07,PHI,LAD,W 7-2,42,38,7,10,1,0,1,7,4,0,8,0,0,0,1,0,2,0,0.287,2.984,.559,8,13,46614,165
1040,2015-06-01,ATL,ARI,W 8-1,44,38,8,13,3,0,1,8,3,1,7,2,1,0,1,2,1,0,0.287,3.681,.531,9,11,18258,165
1041,2015-05-07,PIT,CIN,W 7-2,40,31,7,11,3,0,0,7,7,0,4,0,1,1,0,1,3,1,0.287,3.313,.983,9,14,27302,176
1042,2015-04-13,LAA,TEX,W 6-3,43,38,6,12,1,0,2,6,5,0,5,0,0,0,0,0,1,0,0.287,1.399,.832,10,11,18401,197
1043,2015-04-06,TOR,NYY,W 6-1,39,33,6,6,0,0,2,5,5,0,12,0,1,0,1,0,2,0,0.287,1.663,.384,6,10,48469,179
1044,2015-09-06,CHC,ARI,W 6-4,36,33,6,9,2,0,3,6,3,0,9,0,0,0,0,0,0,0,0.286,2.312,.998,6,16,41183,181
1045,2015-09-04,BOS,PHI,W 7-5,36,33,7,10,3,0,1,6,2,0,7,0,0,1,0,0,0,0,0.286,2.875,.866,5,9,33674,202
1046,2015-08-20,CHC,ATL,W 7-1,36,33,7,9,1,1,2,7,3,1,10,0,0,0,0,0,0,0,0.286,3.314,.525,5,14,34633,179
1047,2015-06-29,OAK,COL,W 7-1,36,34,7,11,2,1,3,7,2,0,3,0,0,0,0,1,0,0,0.286,3.107,.218,5,10,12125,160
1048,2015-05-02,MIA,PHI,W 7-0,40,33,7,13,4,0,1,7,4,0,7,1,1,1,1,2,2,0,0.286,3.350,.581,9,14,33348,158
1049,2015-09-07,ATL,PHI,W 7-2,41,37,7,12,4,0,2,7,3,2,7,0,1,0,0,0,1,0,0.285,2.811,.614,7,12,15125,152
1050,2015-07-28,TBR,DET,W 10-2,37,33,10,11,3,1,3,10,3,0,7,0,0,1,0,1,0,0,0.285,6.222,.542,3,10,16326,189
1051,2015-07-19,CLE,CIN,W 5-3,56,42,5,13,0,0,0,5,10,0,9,0,3,1,1,0,0,0,0.285,-0.118,1.759,18,18,36302,251
1052,2015-06-19,NYY,DET,W 7-2,38,36,7,13,1,0,3,6,2,0,2,0,0,0,0,0,0,0,0.285,3.143,.638,7,10,44588,170
1053,2015-04-17,ARI,SFG,W 9-0,51,44,9,18,3,1,0,8,6,0,8,0,0,1,0,0,2,0,0.285,4.943,.449,15,11,41550,180
1054,2015-04-12,PIT,MIL,W 10-2,41,39,10,13,1,0,2,10,0,0,9,1,1,0,1,0,0,1,0.285,5.772,.769,4,16,39017,180
1055,2015-04-10,TBR,MIA,L 9-10,44,38,9,10,2,0,1,9,6,0,8,0,0,0,0,1,1,0,0.285,4.437,1.329,5,21,17375,216
1056,2015-08-24,ATL,COL,W 5-3,38,32,5,10,3,0,2,5,5,0,4,0,1,0,0,0,0,1,0.284,1.466,.756,9,14,13920,163
1057,2015-07-05,TOR,DET,W 10-5,46,38,10,12,3,0,2,10,7,0,7,0,0,1,1,1,0,0,0.284,5.710,.527,9,9,35102,197
1058,2015-06-30,MIN,CIN,W 8-5,44,39,8,15,3,0,1,8,4,1,11,0,0,1,0,3,2,0,0.284,3.811,.817,9,13,28556,199
1059,2015-05-27,NYM,PHI,W 7-0,38,34,7,12,1,0,4,7,2,0,4,1,0,1,1,2,0,0,0.284,3.466,.306,7,12,24406,161
1060,2015-10-02,LAD,SDP,W 6-2,34,31,6,8,1,0,0,6,3,0,8,0,0,0,1,1,0,0,0.283,2.432,.541,4,11,45564,152
1061,2015-09-18,CLE,CHW,W 12-1,43,37,12,13,0,0,2,12,5,0,10,1,0,0,1,1,0,0,0.283,7.873,.421,7,12,16149,166
1062,2015-07-22,SFG,SDP,W 7-1,43,37,7,11,3,0,2,7,6,1,10,0,0,0,0,1,1,0,0.283,3.104,1.034,9,16,38435,200
1063,2015-04-22,ARI,TEX,W 8-5,37,32,8,8,1,1,1,7,3,0,8,0,0,2,2,0,1,0,0.283,4.163,.461,5,14,17886,179
1064,2015-09-29,LAA,OAK,W 8-1,40,37,8,14,4,1,0,8,3,0,4,0,0,0,0,1,1,0,0.282,4.340,.372,8,14,33470,173
1065,2015-09-07,MIL,MIA,W 9-1,47,41,9,15,5,1,1,9,5,1,5,0,0,1,0,0,1,0,0.282,4.893,.597,11,13,16804,181
1066,2015-07-21,STL,CHW,W 8-5,44,37,8,11,1,1,2,8,5,0,8,2,0,0,0,1,0,0,0.282,3.803,.670,9,10,29728,186
1067,2015-07-04,DET,TOR,W 8-3,39,33,8,13,2,1,1,7,3,0,4,3,0,0,1,3,1,1,0.282,4.187,.353,7,10,37214,190
1068,2015-05-08,CHC,MIL,W 7-6,39,37,7,10,2,0,4,7,2,0,15,0,0,0,0,0,1,0,0.282,2.773,.543,5,13,38283,183
1069,2015-08-05,MIL,SDP,W 8-5,36,35,8,11,2,1,1,8,1,1,7,0,0,0,0,0,0,0,0.281,4.242,.418,4,16,22975,177
1070,2015-05-25,LAA,SDP,W 4-3,39,36,4,12,3,0,0,3,3,2,11,0,0,0,0,1,3,1,0.281,0.621,1.327,9,10,38055,191
1071,2015-04-16,WSN,PHI,W 5-2,33,29,5,6,2,0,2,5,4,1,9,0,0,0,0,1,0,0,0.281,1.124,.708,4,12,24768,136
1072,2015-04-11,KCR,LAA,W 6-4,42,36,6,12,1,0,2,6,4,0,8,2,0,0,0,1,1,2,0.281,1.883,.774,9,9,44154,161
1073,2015-09-22,ATL,NYM,W 6-2,37,34,6,9,3,0,2,6,2,1,7,0,1,0,0,0,0,0,0.280,2.023,.736,4,16,26227,176
1074,2015-09-08,CHW,CLE,W 7-4,37,33,7,11,2,0,2,7,4,0,8,0,0,0,0,0,1,1,0.280,3.269,.381,6,9,11990,174
1075,2015-09-08,PIT,CIN,W 7-3,42,38,7,11,5,0,2,6,4,0,11,0,0,0,0,0,0,0,0.280,2.812,.389,8,17,16151,199
